patch_id,bug_id,project,tool,label,lines_added,lines_removed,total_changed,code_lines_added,code_lines_removed,n_hunks,n_files,only_deletes,adds_conditional_guard,literal_in_failing_test_message,has_trigger_test_info,whitespace_normalized
Patches_ICSE__Doverfitting__DynaMoth__Math__patch1-Math-20-DynaMoth-plausible,Math-20,Math,DynaMoth,overfitting,1,1,2,1,1,1,1,0,1,0,1,0
Patches_ICSE__Doverfitting__DynaMoth__Math__patch1-Math-32-DynaMoth-plausible,Math-32,Math,DynaMoth,overfitting,1,1,2,1,1,1,1,0,1,0,1,0
Patches_ICSE__Doverfitting__DynaMoth__Math__patch1-Math-41-DynaMoth-plausible,Math-41,Math,DynaMoth,overfitting,10,8,18,10,8,1,1,0,1,0,1,0
Patches_ICSE__Doverfitting__DynaMoth__Math__patch1-Math-49-DynaMoth-plausible,Math-49,Math,DynaMoth,overfitting,6,2,8,6,2,1,1,0,1,0,1,0
Patches_ICSE__Doverfitting__DynaMoth__Math__patch1-Math-58-DynaMoth-plausible,Math-58,Math,DynaMoth,overfitting,3,1,4,3,1,1,1,0,1,0,1,0
Patches_ICSE__Doverfitting__DynaMoth__Math__patch1-Math-71-DynaMoth-plausible,Math-71,Math,DynaMoth,overfitting,6,4,10,6,4,1,1,0,1,0,1,0
Patches_ICSE__Doverfitting__DynaMoth__Math__patch1-Math-8-DynaMoth-plausible,Math-8,Math,DynaMoth,overfitting,4,2,6,4,2,1,1,0,1,0,1,0
Patches_ICSE__Doverfitting__DynaMoth__Math__patch1-Math-80-DynaMoth-plausible,Math-80,Math,DynaMoth,overfitting,8,6,14,8,6,1,1,0,1,1,1,0
Patches_ICSE__Doverfitting__DynaMoth__Math__patch1-Math-81-DynaMoth-plausible,Math-81,Math,DynaMoth,overfitting,1,1,2,1,1,1,1,0,1,0,1,0
Patches_ICSE__Doverfitting__DynaMoth__Math__patch1-Math-82-DynaMoth-plausible,Math-82,Math,DynaMoth,overfitting,3,1,4,3,1,1,1,0,1,0,1,0
Patches_ICSE__Doverfitting__DynaMoth__Math__patch1-Math-85-DynaMoth-plausible,Math-85,Math,DynaMoth,overfitting,8,6,14,8,6,1,1,0,1,1,1,0
Patches_ICSE__Doverfitting__DynaMoth__Time__patch1-Time-11-DynaMoth-plausible,Time-11,Time,DynaMoth,overfitting,7,5,12,7,5,1,1,0,1,0,1,0
Patches_ICSE__Doverfitting__FixMiner__Chart__patch1-Chart-13-FixMiner-plausible,Chart-13,Chart,FixMiner,overfitting,1,1,2,1,1,1,1,0,1,0,1,0
Patches_ICSE__Doverfitting__FixMiner__Chart__patch1-Chart-14-FixMiner-plausible,Chart-14,Chart,FixMiner,overfitting,4,1,5,4,1,1,1,0,1,0,1,0
Patches_ICSE__Doverfitting__FixMiner__Chart__patch1-Chart-15-FixMiner-plausible,Chart-15,Chart,FixMiner,overfitting,4,1,5,4,1,1,1,0,1,0,1,0
Patches_ICSE__Doverfitting__FixMiner__Chart__patch1-Chart-17-FixMiner-plausible,Chart-17,Chart,FixMiner,overfitting,1,1,2,1,1,1,1,0,1,0,1,0
Patches_ICSE__Doverfitting__FixMiner__Chart__patch1-Chart-25-FixMiner-plausible,Chart-25,Chart,FixMiner,overfitting,1,1,2,1,1,1,1,0,0,0,1,0
Patches_ICSE__Doverfitting__FixMiner__Chart__patch1-Chart-26-FixMiner-plausible,Chart-26,Chart,FixMiner,overfitting,1,1,2,1,1,1,1,0,1,0,1,0
Patches_ICSE__Doverfitting__FixMiner__Chart__patch1-Chart-3-FixMiner-plausible,Chart-3,Chart,FixMiner,overfitting,1,1,2,1,1,1,1,0,1,0,1,0
Patches_ICSE__Doverfitting__FixMiner__Chart__patch1-Chart-7-FixMiner-plausible,Chart-7,Chart,FixMiner,overfitting,1,1,2,1,1,1,1,0,0,0,1,0
Patches_ICSE__Doverfitting__FixMiner__Closure__patch1-Closure-129-FixMiner-plausible,Closure-129,Closure,FixMiner,overfitting,1,1,2,1,1,1,1,0,0,0,1,0
Patches_ICSE__Doverfitting__FixMiner__Closure__patch1-Closure-19-FixMiner-plausible,Closure-19,Closure,FixMiner,overfitting,1,2,3,0,2,1,1,1,0,0,1,0
Patches_ICSE__Doverfitting__FixMiner__Lang__patch1-Lang-57-FixMiner-plausible,Lang-57,Lang,FixMiner,overfitting,4,1,5,4,1,1,1,0,1,0,1,0
Patches_ICSE__Doverfitting__FixMiner__Lang__patch1-Lang-63-FixMiner-plausible,Lang-63,Lang,FixMiner,overfitting,1,1,2,1,1,1,1,0,0,0,1,0
Patches_ICSE__Doverfitting__FixMiner__Math__patch1-Math-20-FixMiner-plausible,Math-20,Math,FixMiner,overfitting,1,1,2,0,1,1,1,1,0,0,1,0
Patches_ICSE__Doverfitting__FixMiner__Math__patch1-Math-50-FixMiner-plausible,Math-50,Math,FixMiner,overfitting,1,1,2,1,1,1,1,0,0,0,1,0
Patches_ICSE__Doverfitting__FixMiner__Math__patch1-Math-63-FixMiner-plausible,Math-63,Math,FixMiner,overfitting,1,1,2,1,1,1,1,0,0,0,1,0
Patches_ICSE__Doverfitting__FixMiner__Math__patch1-Math-80-FixMiner-plausible,Math-80,Math,FixMiner,overfitting,1,1,2,1,1,1,1,0,0,0,1,0
Patches_ICSE__Doverfitting__FixMiner__Math__patch1-Math-81-FixMiner-plausible,Math-81,Math,FixMiner,overfitting,1,1,2,1,1,1,1,0,1,0,1,0
Patches_ICSE__Doverfitting__FixMiner__Math__patch1-Math-84-FixMiner-plausible,Math-84,Math,FixMiner,overfitting,1,1,2,1,1,1,1,0,1,0,1,0
Patches_ICSE__Doverfitting__FixMiner__Math__patch1-Math-85-FixMiner-plausible,Math-85,Math,FixMiner,overfitting,1,6,7,0,6,1,1,1,0,0,1,0
Patches_ICSE__Doverfitting__FixMiner__Time__patch1-Time-11-FixMiner-plausible,Time-11,Time,FixMiner,overfitting,1,1,2,1,1,1,1,0,0,0,1,0
Patches_ICSE__Doverfitting__GenProg__Chart__patch1-Chart-1-GenProg-plausible,Chart-1,Chart,GenProg,overfitting,4,2,6,4,2,3,2,0,0,0,1,1
Patches_ICSE__Doverfitting__GenProg__Chart__patch1-Chart-12-GenProg-plausible,Chart-12,Chart,GenProg,overfitting,5,6,11,5,6,3,2,0,1,0,1,0
Patches_ICSE__Doverfitting__GenProg__Chart__patch1-Chart-13-GenProg-plausible,Chart-13,Chart,GenProg,overfitting,3,7,10,3,7,2,1,0,0,0,1,1
Patches_ICSE__Doverfitting__GenProg__Chart__patch1-Chart-25-GenProg-plausible,Chart-25,Chart,GenProg,overfitting,0,3,3,0,3,1,1,1,0,0,1,0
Patches_ICSE__Doverfitting__GenProg__Chart__patch1-Chart-3-GenProg-plausible,Chart-3,Chart,GenProg,overfitting,1,3,4,1,3,1,1,0,0,0,1,0
Patches_ICSE__Doverfitting__GenProg__Closure__patch1-Closure-10-GenProg-plausible,Closure-10,Closure,GenProg,overfitting,2,2,4,2,2,2,1,0,0,0,1,0
Patches_ICSE__Doverfitting__GenProg__Closure__patch1-Closure-112-GenProg-plausible,Closure-112,Closure,GenProg,overfitting,0,3,3,0,2,1,1,1,0,0,1,0
Patches_ICSE__Doverfitting__GenProg__Closure__patch1-Closure-114-GenProg-plausible,Closure-114,Closure,GenProg,overfitting,2,3,5,2,3,2,2,0,0,0,1,1
Patches_ICSE__Doverfitting__GenProg__Closure__patch1-Closure-124-GenProg-plausible,Closure-124,Closure,GenProg,overfitting,0,16,16,0,10,1,1,1,0,0,1,0
Patches_ICSE__Doverfitting__GenProg__Closure__patch1-Closure-129-GenProg-plausible,Closure-129,Closure,GenProg,overfitting,0,1,1,0,1,1,1,1,0,0,1,0
Patches_ICSE__Doverfitting__GenProg__Closure__patch1-Closure-130-GenProg-plausible,Closure-130,Closure,GenProg,overfitting,0,4,4,0,3,1,1,1,0,0,1,0
Patches_ICSE__Doverfitting__GenProg__Closure__patch1-Closure-21-GenProg-plausible,Closure-21,Closure,GenProg,overfitting,1,8,9,1,8,1,1,0,0,0,1,0
Patches_ICSE__Doverfitting__GenProg__Closure__patch1-Closure-22-GenProg-plausible,Closure-22,Closure,GenProg,overfitting,0,4,4,0,4,1,1,1,0,0,1,0
Patches_ICSE__Doverfitting__GenProg__Closure__patch1-Closure-55-GenProg-plausible,Closure-55,Closure,GenProg,overfitting,0,5,5,0,2,1,1,1,0,0,1,0
Patches_ICSE__Doverfitting__GenProg__Closure__patch1-Closure-59-GenProg-plausible,Closure-59,Closure,GenProg,overfitting,1,1,2,1,1,1,1,0,0,0,1,0
Patches_ICSE__Doverfitting__GenProg__Closure__patch1-Closure-67-GenProg-plausible,Closure-67,Closure,GenProg,overfitting,0,22,22,0,18,1,1,1,0,0,1,0
Patches_ICSE__Doverfitting__GenProg__Closure__patch1-Closure-75-GenProg-plausible,Closure-75,Closure,GenProg,overfitting,2,5,7,2,4,3,3,0,0,0,1,0
Patches_ICSE__Doverfitting__GenProg__Closure__patch1-Closure-78-GenProg-plausible,Closure-78,Closure,GenProg,overfitting,1,1,2,1,1,1,1,0,0,0,1,0
Patches_ICSE__Doverfitting__GenProg__Lang__patch1-Lang-7-GenProg-plausible,Lang-7,Lang,GenProg,overfitting,1,0,1,1,0,1,1,0,0,0,1,1
Patches_ICSE__Doverfitting__GenProg__Math__patch1-Math-2-GenProg-plausible,Math-2,Math,GenProg,overfitting,1,1,2,1,1,2,2,0,0,0,1,1
Patches_ICSE__Doverfitting__GenProg__Math__patch1-Math-28-GenProg-plausible,Math-28,Math,GenProg,overfitting,0,1,1,0,1,1,1,1,0,0,1,0
Patches_ICSE__Doverfitting__GenProg__Math__patch1-Math-31-GenProg-plausible,Math-31,Math,GenProg,overfitting,3,3,6,3,3,3,3,0,0,0,1,1
Patches_ICSE__Doverfitting__GenProg__Math__patch1-Math-40-GenProg-plausible,Math-40,Math,GenProg,overfitting,18,12,30,18,6,3,2,0,1,0,1,1
Patches_ICSE__Doverfitting__GenProg__Math__patch1-Math-80-GenProg-plausible,Math-80,Math,GenProg,overfitting,9,5,14,9,5,3,1,0,1,1,1,1
Patches_ICSE__Doverfitting__GenProg__Math__patch1-Math-81-GenProg-plausible,Math-81,Math,GenProg,overfitting,0,21,21,0,19,1,1,1,0,0,1,0
Patches_ICSE__Doverfitting__GenProg__Math__patch1-Math-82-GenProg-plausible,Math-82,Math,GenProg,overfitting,0,1,1,0,1,1,1,1,0,0,1,0
Patches_ICSE__Doverfitting__GenProg__Math__patch1-Math-85-GenProg-plausible,Math-85,Math,GenProg,overfitting,4,6,10,4,6,3,2,0,1,0,1,1
Patches_ICSE__Doverfitting__GenProg__Math__patch1-Math-95-GenProg-plausible,Math-95,Math,GenProg,overfitting,6,4,10,6,4,3,2,0,0,0,1,1
Patches_ICSE__Doverfitting__Kali__Chart__patch1-Chart-1-Kali-plausible,Chart-1,Chart,Kali,overfitting,1,1,2,1,1,1,1,0,1,0,1,0
Patches_ICSE__Doverfitting__Kali__Chart__patch1-Chart-12-Kali-plausible,Chart-12,Chart,Kali,overfitting,2,0,2,2,0,1,1,0,1,0,1,1
Patches_ICSE__Doverfitting__Kali__Chart__patch1-Chart-15-Kali-plausible,Chart-15,Chart,Kali,overfitting,2,0,2,2,0,1,1,0,1,0,1,1
Patches_ICSE__Doverfitting__Kali__Chart__patch1-Chart-25-Kali-plausible,Chart-25,Chart,Kali,overfitting,1,1,2,1,1,1,1,0,1,0,1,0
Patches_ICSE__Doverfitting__Kali__Chart__patch1-Chart-26-Kali-plausible,Chart-26,Chart,Kali,overfitting,2,0,2,2,0,1,1,0,1,0,1,1
Patches_ICSE__Doverfitting__Kali__Chart__patch1-Chart-5-Kali-plausible,Chart-5,Chart,Kali,overfitting,1,1,2,1,1,1,1,0,1,0,1,0
Patches_ICSE__Doverfitting__Kali__Closure__patch1-Closure-1-Kali-plausible,Closure-1,Closure,Kali,overfitting,1,1,2,1,1,1,1,0,1,0,1,0
Patches_ICSE__Doverfitting__Kali__Closure__patch1-Closure-10-Kali-plausible,Closure-10,Closure,Kali,overfitting,6,2,8,6,2,1,1,0,1,0,1,0
Patches_ICSE__Doverfitting__Kali__Closure__patch1-Closure-112-Kali-plausible,Closure-112,Closure,Kali,overfitting,1,1,2,1,1,1,1,0,1,0,1,0
Patches_ICSE__Doverfitting__Kali__Closure__patch1-Closure-114-Kali-plausible,Closure-114,Closure,Kali,overfitting,2,0,2,2,0,1,1,0,1,0,1,1
Patches_ICSE__Doverfitting__Kali__Closure__patch1-Closure-117-Kali-plausible,Closure-117,Closure,Kali,overfitting,5,1,6,5,1,1,1,0,1,0,1,0
Patches_ICSE__Doverfitting__Kali__Closure__patch1-Closure-119-Kali-plausible,Closure-119,Closure,Kali,overfitting,1,1,2,1,1,1,1,0,1,0,1,0
Patches_ICSE__Doverfitting__Kali__Closure__patch1-Closure-12-Kali-plausible,Closure-12,Closure,Kali,overfitting,1,1,2,1,1,1,1,0,1,0,1,0
Patches_ICSE__Doverfitting__Kali__Closure__patch1-Closure-120-Kali-plausible,Closure-120,Closure,Kali,overfitting,2,0,2,2,0,1,1,0,1,0,1,1
Patches_ICSE__Doverfitting__Kali__Closure__patch1-Closure-121-Kali-plausible,Closure-121,Closure,Kali,overfitting,2,0,2,2,0,1,1,0,1,0,1,1
Patches_ICSE__Doverfitting__Kali__Closure__patch1-Closure-122-Kali-plausible,Closure-122,Closure,Kali,overfitting,1,1,2,1,1,1,1,0,1,0,1,0
Patches_ICSE__Doverfitting__Kali__Closure__patch1-Closure-124-Kali-plausible,Closure-124,Closure,Kali,overfitting,1,2,3,1,2,1,1,0,1,0,1,0
Patches_ICSE__Doverfitting__Kali__Closure__patch1-Closure-125-Kali-plausible,Closure-125,Closure,Kali,overfitting,1,1,2,1,1,1,1,0,1,0,1,0
Patches_ICSE__Doverfitting__Kali__Closure__patch1-Closure-127-Kali-plausible,Closure-127,Closure,Kali,overfitting,1,1,2,1,1,1,1,0,1,0,1,0
Patches_ICSE__Doverfitting__Kali__Closure__patch1-Closure-129-Kali-plausible,Closure-129,Closure,Kali,overfitting,2,0,2,2,0,1,1,0,1,0,1,1
Patches_ICSE__Doverfitting__Kali__Closure__patch1-Closure-130-Kali-plausible,Closure-130,Closure,Kali,overfitting,1,1,2,1,1,1,1,0,1,0,1,0
Patches_ICSE__Doverfitting__Kali__Closure__patch1-Closure-131-Kali-plausible,Closure-131,Closure,Kali,overfitting,2,0,2,2,0,1,1,0,1,0,1,1
Patches_ICSE__Doverfitting__Kali__Closure__patch1-Closure-132-Kali-plausible,Closure-132,Closure,Kali,overfitting,2,0,2,2,0,1,1,0,1,0,1,1
Patches_ICSE__Doverfitting__Kali__Closure__patch1-Closure-15-Kali-plausible,Closure-15,Closure,Kali,overfitting,1,1,2,1,1,1,1,0,1,0,1,0
Patches_ICSE__Doverfitting__Kali__Closure__patch1-Closure-20-Kali-plausible,Closure-20,Closure,Kali,overfitting,2,0,2,2,0,1,1,0,1,0,1,1
Patches_ICSE__Doverfitting__Kali__Closure__patch1-Closure-21-Kali-plausible,Closure-21,Closure,Kali,overfitting,1,1,2,1,1,1,1,0,1,0,1,0
Patches_ICSE__Doverfitting__Kali__Closure__patch1-Closure-22-Kali-plausible,Closure-22,Closure,Kali,overfitting,1,1,2,1,1,1,1,0,1,0,1,0
Patches_ICSE__Doverfitting__Kali__Closure__patch1-Closure-26-Kali-plausible,Closure-26,Closure,Kali,overfitting,2,0,2,2,0,1,1,0,1,0,1,1
Patches_ICSE__Doverfitting__Kali__Closure__patch1-Closure-29-Kali-plausible,Closure-29,Closure,Kali,overfitting,2,0,2,2,0,1,1,0,1,0,1,1
Patches_ICSE__Doverfitting__Kali__Closure__patch1-Closure-3-Kali-plausible,Closure-3,Closure,Kali,overfitting,1,1,2,1,1,1,1,0,1,0,1,0
Patches_ICSE__Doverfitting__Kali__Closure__patch1-Closure-30-Kali-plausible,Closure-30,Closure,Kali,overfitting,2,0,2,2,0,1,1,0,1,0,1,1
Patches_ICSE__Doverfitting__Kali__Closure__patch1-Closure-31-Kali-plausible,Closure-31,Closure,Kali,overfitting,2,0,2,2,0,1,1,0,1,0,1,1
Patches_ICSE__Doverfitting__Kali__Closure__patch1-Closure-33-Kali-plausible,Closure-33,Closure,Kali,overfitting,1,1,2,1,1,1,1,0,1,0,1,0
Patches_ICSE__Doverfitting__Kali__Closure__patch1-Closure-36-Kali-plausible,Closure-36,Closure,Kali,overfitting,2,0,2,2,0,1,1,0,1,0,1,1
Patches_ICSE__Doverfitting__Kali__Closure__patch1-Closure-45-Kali-plausible,Closure-45,Closure,Kali,overfitting,2,0,2,2,0,1,1,0,1,0,1,1
Patches_ICSE__Doverfitting__Kali__Closure__patch1-Closure-46-Kali-plausible,Closure-46,Closure,Kali,overfitting,1,1,2,1,1,1,1,0,1,0,1,0
Patches_ICSE__Doverfitting__Kali__Closure__patch1-Closure-49-Kali-plausible,Closure-49,Closure,Kali,overfitting,2,0,2,2,0,1,1,0,1,0,1,1
Patches_ICSE__Doverfitting__Kali__Closure__patch1-Closure-5-Kali-plausible,Closure-5,Closure,Kali,overfitting,2,0,2,2,0,1,1,0,1,0,1,1
Patches_ICSE__Doverfitting__Kali__Closure__patch1-Closure-50-Kali-plausible,Closure-50,Closure,Kali,overfitting,2,0,2,2,0,1,1,0,1,0,1,1
Patches_ICSE__Doverfitting__Kali__Closure__patch1-Closure-55-Kali-plausible,Closure-55,Closure,Kali,overfitting,1,1,2,1,1,1,1,0,1,0,1,0
Patches_ICSE__Doverfitting__Kali__Closure__patch1-Closure-59-Kali-plausible,Closure-59,Closure,Kali,overfitting,3,1,4,3,1,1,1,0,1,0,1,0
Patches_ICSE__Doverfitting__Kali__Closure__patch1-Closure-61-Kali-plausible,Closure-61,Closure,Kali,overfitting,2,0,2,2,0,1,1,0,1,0,1,1
Patches_ICSE__Doverfitting__Kali__Closure__patch1-Closure-64-Kali-plausible,Closure-64,Closure,Kali,overfitting,2,0,2,2,0,1,1,0,1,0,1,1
Patches_ICSE__Doverfitting__Kali__Closure__patch1-Closure-67-Kali-plausible,Closure-67,Closure,Kali,overfitting,1,1,2,1,1,1,1,0,1,0,1,0
Patches_ICSE__Doverfitting__Kali__Closure__patch1-Closure-68-Kali-plausible,Closure-68,Closure,Kali,overfitting,5,2,7,5,1,1,1,0,1,0,1,0
Patches_ICSE__Doverfitting__Kali__Closure__patch1-Closure-7-Kali-plausible,Closure-7,Closure,Kali,overfitting,2,0,2,2,0,1,1,0,1,0,1,1
Patches_ICSE__Doverfitting__Kali__Closure__patch1-Closure-72-Kali-plausible,Closure-72,Closure,Kali,overfitting,2,0,2,2,0,1,1,0,1,0,1,1
Patches_ICSE__Doverfitting__Kali__Closure__patch1-Closure-75-Kali-plausible,Closure-75,Closure,Kali,overfitting,1,4,5,1,4,1,1,0,1,0,1,0
Patches_ICSE__Doverfitting__Kali__Closure__patch1-Closure-76-Kali-plausible,Closure-76,Closure,Kali,overfitting,2,0,2,2,0,1,1,0,1,0,1,1
Patches_ICSE__Doverfitting__Kali__Closure__patch1-Closure-78-Kali-plausible,Closure-78,Closure,Kali,overfitting,2,0,2,2,0,1,1,0,1,0,1,1
Patches_ICSE__Doverfitting__Kali__Closure__patch1-Closure-8-Kali-plausible,Closure-8,Closure,Kali,overfitting,2,0,2,2,0,1,1,0,1,0,1,1
Patches_ICSE__Doverfitting__Kali__Math__patch1-Math-2-Kali-plausible,Math-2,Math,Kali,overfitting,1,1,2,1,1,1,1,0,1,0,1,0
Patches_ICSE__Doverfitting__Kali__Math__patch1-Math-28-Kali-plausible,Math-28,Math,Kali,overfitting,1,1,2,1,1,1,1,0,1,0,1,0
Patches_ICSE__Doverfitting__Kali__Math__patch1-Math-31-Kali-plausible,Math-31,Math,Kali,overfitting,2,0,2,2,0,1,1,0,1,0,1,1
Patches_ICSE__Doverfitting__Kali__Math__patch1-Math-32-Kali-plausible,Math-32,Math,Kali,overfitting,1,1,2,1,1,1,1,0,1,0,1,0
Patches_ICSE__Doverfitting__Kali__Math__patch1-Math-49-Kali-plausible,Math-49,Math,Kali,overfitting,1,1,2,1,1,1,1,0,1,0,1,0
Patches_ICSE__Doverfitting__Kali__Math__patch1-Math-80-Kali-plausible,Math-80,Math,Kali,overfitting,2,0,2,2,0,1,1,0,1,0,1,1
Patches_ICSE__Doverfitting__Kali__Math__patch1-Math-81-Kali-plausible,Math-81,Math,Kali,overfitting,1,1,2,1,1,1,1,0,1,0,1,0
Patches_ICSE__Doverfitting__Kali__Math__patch1-Math-84-Kali-plausible,Math-84,Math,Kali,overfitting,1,1,2,1,1,1,1,0,1,0,1,0
Patches_ICSE__Doverfitting__Kali__Math__patch1-Math-95-Kali-plausible,Math-95,Math,Kali,overfitting,2,0,2,2,0,1,1,0,1,0,1,1
Patches_ICSE__Doverfitting__Nopol__Chart__patch1-Chart-13-Nopol-plausible,Chart-13,Chart,Nopol,overfitting,9,7,16,9,7,1,1,0,1,1,1,0
Patches_ICSE__Doverfitting__Nopol__Chart__patch1-Chart-17-Nopol-plausible,Chart-17,Chart,Nopol,overfitting,3,1,4,3,1,1,1,0,1,1,1,0
Patches_ICSE__Doverfitting__Nopol__Chart__patch1-Chart-21-Nopol-plausible,Chart-21,Chart,Nopol,overfitting,3,1,4,3,1,1,1,0,1,0,1,0
Patches_ICSE__Doverfitting__Nopol__Chart__patch1-Chart-25-Nopol-plausible,Chart-25,Chart,Nopol,overfitting,9,7,16,9,7,1,1,0,1,0,1,0
Patches_ICSE__Doverfitting__Nopol__Chart__patch1-Chart-5-Nopol-plausible,Chart-5,Chart,Nopol,overfitting,1,1,2,1,1,1,1,0,1,0,1,0
Patches_ICSE__Doverfitting__Nopol__Chart__patch1-Chart-9-Nopol-plausible,Chart-9,Chart,Nopol,overfitting,3,1,4,3,1,1,1,0,1,1,1,0
Patches_ICSE__Doverfitting__Nopol__Lang__patch1-Lang-44-Nopol-plausible,Lang-44,Lang,Nopol,overfitting,9,7,16,7,5,1,1,0,1,0,1,0
Patches_ICSE__Doverfitting__Nopol__Lang__patch1-Lang-51-Nopol-plausible,Lang-51,Lang,Nopol,overfitting,3,3,6,3,3,1,1,0,1,0,1,1
Patches_ICSE__Doverfitting__Nopol__Lang__patch1-Lang-53-Nopol-plausible,Lang-53,Lang,Nopol,overfitting,5,3,8,5,3,1,1,0,1,0,1,0
Patches_ICSE__Doverfitting__Nopol__Lang__patch1-Lang-55-Nopol-plausible,Lang-55,Lang,Nopol,overfitting,3,1,4,3,1,1,1,0,1,0,1,0
Patches_ICSE__Doverfitting__Nopol__Lang__patch1-Lang-58-Nopol-plausible,Lang-58,Lang,Nopol,overfitting,3,1,4,3,1,1,1,0,1,1,1,0
Patches_ICSE__Doverfitting__Nopol__Math__patch1-Math-105-Nopol-plausible,Math-105,Math,Nopol,overfitting,3,1,4,3,1,1,1,0,1,0,1,0
Patches_ICSE__Doverfitting__Nopol__Math__patch1-Math-18-Nopol-plausible,Math-18,Math,Nopol,overfitting,3,1,4,3,1,1,1,0,1,0,1,0
Patches_ICSE__Doverfitting__Nopol__Math__patch1-Math-2-Nopol-plausible,Math-2,Math,Nopol,overfitting,4,2,6,4,2,1,1,0,1,0,1,0
Patches_ICSE__Doverfitting__Nopol__Math__patch1-Math-20-Nopol-plausible,Math-20,Math,Nopol,overfitting,3,1,4,3,1,1,1,0,1,0,1,0
Patches_ICSE__Doverfitting__Nopol__Math__patch1-Math-33-Nopol-plausible,Math-33,Math,Nopol,overfitting,3,1,4,3,1,1,1,0,1,0,1,0
Patches_ICSE__Doverfitting__Nopol__Math__patch1-Math-4-Nopol-plausible,Math-4,Math,Nopol,overfitting,3,1,4,3,1,1,1,0,1,0,1,0
Patches_ICSE__Doverfitting__Nopol__Math__patch1-Math-41-Nopol-plausible,Math-41,Math,Nopol,overfitting,3,1,4,3,1,1,1,0,1,0,1,0
Patches_ICSE__Doverfitting__Nopol__Math__patch1-Math-42-Nopol-plausible,Math-42,Math,Nopol,overfitting,3,1,4,3,1,1,1,0,1,0,1,0
Patches_ICSE__Doverfitting__Nopol__Math__patch1-Math-49-Nopol-plausible,Math-49,Math,Nopol,overfitting,6,2,8,6,2,1,1,0,1,0,1,0
Patches_ICSE__Doverfitting__Nopol__Math__patch1-Math-58-Nopol-plausible,Math-58,Math,Nopol,overfitting,5,3,8,5,3,1,1,0,1,0,1,0
Patches_ICSE__Doverfitting__Nopol__Math__patch1-Math-69-Nopol-plausible,Math-69,Math,Nopol,overfitting,8,6,14,8,6,1,1,0,1,0,1,0
Patches_ICSE__Doverfitting__Nopol__Math__patch1-Math-7-Nopol-plausible,Math-7,Math,Nopol,overfitting,3,1,4,3,1,1,1,0,1,0,1,0
Patches_ICSE__Doverfitting__Nopol__Math__patch1-Math-73-Nopol-plausible,Math-73,Math,Nopol,overfitting,3,3,6,3,3,1,1,0,1,0,1,0
Patches_ICSE__Doverfitting__Nopol__Math__patch1-Math-78-Nopol-plausible,Math-78,Math,Nopol,overfitting,3,1,4,3,1,1,1,0,1,0,1,0
Patches_ICSE__Doverfitting__Nopol__Math__patch1-Math-80-Nopol-plausible,Math-80,Math,Nopol,overfitting,6,4,10,6,4,1,1,0,1,1,1,0
Patches_ICSE__Doverfitting__Nopol__Math__patch1-Math-81-Nopol-plausible,Math-81,Math,Nopol,overfitting,3,1,4,3,1,1,1,0,1,0,1,0
Patches_ICSE__Doverfitting__Nopol__Math__patch1-Math-82-Nopol-plausible,Math-82,Math,Nopol,overfitting,3,1,4,3,1,1,1,0,1,0,1,0
Patches_ICSE__Doverfitting__Nopol__Math__patch1-Math-87-Nopol-plausible,Math-87,Math,Nopol,overfitting,3,1,4,3,1,1,1,0,1,0,1,0
Patches_ICSE__Doverfitting__Nopol__Time__patch1-Time-14-Nopol-plausible,Time-14,Time,Nopol,overfitting,1,1,2,1,1,1,1,0,1,0,1,0
Patches_ICSE__Doverfitting__RSRepair__Chart__patch1-Chart-12-RSRepair-plausible,Chart-12,Chart,RSRepair,overfitting,3,0,3,3,0,1,1,0,1,0,1,1
Patches_ICSE__Doverfitting__RSRepair__Chart__patch1-Chart-13-RSRepair-plausible,Chart-13,Chart,RSRepair,overfitting,1,2,3,1,2,2,2,0,0,0,1,0
Patches_ICSE__Doverfitting__RSRepair__Chart__patch1-Chart-25-RSRepair-plausible,Chart-25,Chart,RSRepair,overfitting,1,3,4,1,3,2,2,0,0,0,1,1
Patches_ICSE__Doverfitting__RSRepair__Chart__patch1-Chart-5-RSRepair-plausible,Chart-5,Chart,RSRepair,overfitting,1,10,11,1,6,1,1,0,0,0,1,0
Patches_ICSE__Doverfitting__RSRepair__Closure__patch1-Closure-10-RSRepair-plausible,Closure-10,Closure,RSRepair,overfitting,1,2,3,1,2,1,1,0,0,0,1,0
Patches_ICSE__Doverfitting__RSRepair__Closure__patch1-Closure-112-RSRepair-plausible,Closure-112,Closure,RSRepair,overfitting,0,2,2,0,2,1,1,1,0,0,1,0
Patches_ICSE__Doverfitting__RSRepair__Closure__patch1-Closure-114-RSRepair-plausible,Closure-114,Closure,RSRepair,overfitting,0,2,2,0,2,2,2,1,0,0,1,0
Patches_ICSE__Doverfitting__RSRepair__Closure__patch1-Closure-120-RSRepair-plausible,Closure-120,Closure,RSRepair,overfitting,0,1,1,0,1,1,1,1,0,0,1,0
Patches_ICSE__Doverfitting__RSRepair__Closure__patch1-Closure-121-RSRepair-plausible,Closure-121,Closure,RSRepair,overfitting,0,1,1,0,1,1,1,1,0,0,1,0
Patches_ICSE__Doverfitting__RSRepair__Closure__patch1-Closure-124-RSRepair-plausible,Closure-124,Closure,RSRepair,overfitting,1,10,11,1,9,1,1,0,0,0,1,0
