patch_id,bug_id,has_trigger_test_info,lines_added,lines_removed,total_changed,code_lines_added,code_lines_removed,n_hunks,n_files,only_deletes,adds_conditional_guard,literal_in_failing_test_message
Patches_ICSE__Doverfitting__FixMiner__Math__patch1-Math-50-FixMiner-plausible,Math-50,1,1,1,2,1,1,1,1,0,0,0
Patches_ICSE__Doverfitting__FixMiner__Math__patch1-Math-63-FixMiner-plausible,Math-63,1,1,1,2,1,1,1,1,0,0,0
Patches_ICSE__Doverfitting__FixMiner__Math__patch1-Math-80-FixMiner-plausible,Math-80,1,1,1,2,1,1,1,1,0,0,0
Patches_ICSE__Doverfitting__FixMiner__Math__patch1-Math-81-FixMiner-plausible,Math-81,1,1,1,2,1,1,1,1,0,1,0
Patches_ICSE__Doverfitting__FixMiner__Math__patch1-Math-84-FixMiner-plausible,Math-84,1,1,1,2,1,1,1,1,0,1,0
Patches_ICSE__Doverfitting__FixMiner__Math__patch1-Math-85-FixMiner-plausible,Math-85,1,1,6,7,0,6,1,1,1,0,0
Patches_ICSE__Doverfitting__FixMiner__Time__patch1-Time-11-FixMiner-plausible,Time-11,1,1,1,2,1,1,1,1,0,0,0
Patches_ICSE__Doverfitting__GenProg__Chart__patch1-Chart-1-GenProg-plausible,Chart-1,1,4,2,6,4,2,3,2,0,0,0
Patches_ICSE__Doverfitting__GenProg__Chart__patch1-Chart-12-GenProg-plausible,Chart-12,1,5,6,11,5,6,3,2,0,1,0
Patches_ICSE__Doverfitting__GenProg__Chart__patch1-Chart-13-GenProg-plausible,Chart-13,1,3,7,10,3,7,2,1,0,0,0
Patches_ICSE__Doverfitting__GenProg__Chart__patch1-Chart-25-GenProg-plausible,Chart-25,1,0,3,3,0,3,1,1,1,0,0
Patches_ICSE__Doverfitting__GenProg__Chart__patch1-Chart-3-GenProg-plausible,Chart-3,1,1,3,4,1,3,1,1,0,0,0
Patches_ICSE__Doverfitting__GenProg__Closure__patch1-Closure-10-GenProg-plausible,Closure-10,1,2,2,4,2,2,2,1,0,0,0
Patches_ICSE__Doverfitting__GenProg__Closure__patch1-Closure-112-GenProg-plausible,Closure-112,1,0,3,3,0,2,1,1,1,0,0
Patches_ICSE__Doverfitting__GenProg__Closure__patch1-Closure-114-GenProg-plausible,Closure-114,1,2,3,5,2,3,2,2,0,0,0
Patches_ICSE__Doverfitting__GenProg__Closure__patch1-Closure-124-GenProg-plausible,Closure-124,1,0,16,16,0,10,1,1,1,0,0
Patches_ICSE__Doverfitting__GenProg__Closure__patch1-Closure-129-GenProg-plausible,Closure-129,1,0,1,1,0,1,1,1,1,0,0
Patches_ICSE__Doverfitting__GenProg__Closure__patch1-Closure-130-GenProg-plausible,Closure-130,1,0,4,4,0,3,1,1,1,0,0
Patches_ICSE__Doverfitting__GenProg__Closure__patch1-Closure-21-GenProg-plausible,Closure-21,1,1,8,9,1,8,1,1,0,0,0
Patches_ICSE__Doverfitting__GenProg__Closure__patch1-Closure-22-GenProg-plausible,Closure-22,1,0,4,4,0,4,1,1,1,0,0
Patches_ICSE__Doverfitting__GenProg__Closure__patch1-Closure-55-GenProg-plausible,Closure-55,1,0,5,5,0,2,1,1,1,0,0
Patches_ICSE__Doverfitting__GenProg__Closure__patch1-Closure-59-GenProg-plausible,Closure-59,1,1,1,2,1,1,1,1,0,0,0
Patches_ICSE__Doverfitting__GenProg__Closure__patch1-Closure-67-GenProg-plausible,Closure-67,1,0,22,22,0,18,1,1,1,0,0
Patches_ICSE__Doverfitting__GenProg__Closure__patch1-Closure-75-GenProg-plausible,Closure-75,1,2,5,7,2,4,3,3,0,0,0
Patches_ICSE__Doverfitting__GenProg__Closure__patch1-Closure-78-GenProg-plausible,Closure-78,1,1,1,2,1,1,1,1,0,0,0
Patches_ICSE__Doverfitting__GenProg__Lang__patch1-Lang-7-GenProg-plausible,Lang-7,1,1,0,1,1,0,1,1,0,0,0
Patches_ICSE__Doverfitting__GenProg__Math__patch1-Math-2-GenProg-plausible,Math-2,1,1,1,2,1,1,2,2,0,0,0
Patches_ICSE__Doverfitting__GenProg__Math__patch1-Math-28-GenProg-plausible,Math-28,1,0,1,1,0,1,1,1,1,0,0
Patches_ICSE__Doverfitting__GenProg__Math__patch1-Math-31-GenProg-plausible,Math-31,1,3,3,6,3,3,3,3,0,0,0
Patches_ICSE__Doverfitting__GenProg__Math__patch1-Math-40-GenProg-plausible,Math-40,1,18,12,30,18,6,3,2,0,1,0
Patches_ICSE__Doverfitting__GenProg__Math__patch1-Math-80-GenProg-plausible,Math-80,1,9,5,14,9,5,3,1,0,1,1
Patches_ICSE__Doverfitting__GenProg__Math__patch1-Math-81-GenProg-plausible,Math-81,1,0,21,21,0,19,1,1,1,0,0
Patches_ICSE__Doverfitting__GenProg__Math__patch1-Math-82-GenProg-plausible,Math-82,1,0,1,1,0,1,1,1,1,0,0
Patches_ICSE__Doverfitting__GenProg__Math__patch1-Math-85-GenProg-plausible,Math-85,1,4,6,10,4,6,3,2,0,1,0
Patches_ICSE__Doverfitting__GenProg__Math__patch1-Math-95-GenProg-plausible,Math-95,1,6,4,10,6,4,3,2,0,0,0
Patches_ICSE__Doverfitting__Kali__Chart__patch1-Chart-1-Kali-plausible,Chart-1,1,1,1,2,1,1,1,1,0,1,0
Patches_ICSE__Doverfitting__Kali__Chart__patch1-Chart-12-Kali-plausible,Chart-12,1,2,0,2,2,0,1,1,0,1,0
Patches_ICSE__Doverfitting__Kali__Chart__patch1-Chart-15-Kali-plausible,Chart-15,1,2,0,2,2,0,1,1,0,1,0
Patches_ICSE__Doverfitting__Kali__Chart__patch1-Chart-25-Kali-plausible,Chart-25,1,1,1,2,1,1,1,1,0,1,0
Patches_ICSE__Doverfitting__Kali__Chart__patch1-Chart-26-Kali-plausible,Chart-26,1,2,0,2,2,0,1,1,0,1,0
Patches_ICSE__Doverfitting__Kali__Chart__patch1-Chart-5-Kali-plausible,Chart-5,1,1,1,2,1,1,1,1,0,1,0
Patches_ICSE__Doverfitting__Kali__Closure__patch1-Closure-1-Kali-plausible,Closure-1,1,1,1,2,1,1,1,1,0,1,0
Patches_ICSE__Doverfitting__Kali__Closure__patch1-Closure-10-Kali-plausible,Closure-10,1,6,2,8,6,2,1,1,0,1,0
Patches_ICSE__Doverfitting__Kali__Closure__patch1-Closure-112-Kali-plausible,Closure-112,1,1,1,2,1,1,1,1,0,1,0
Patches_ICSE__Doverfitting__Kali__Closure__patch1-Closure-114-Kali-plausible,Closure-114,1,2,0,2,2,0,1,1,0,1,0
Patches_ICSE__Doverfitting__Kali__Closure__patch1-Closure-117-Kali-plausible,Closure-117,1,5,1,6,5,1,1,1,0,1,0
Patches_ICSE__Doverfitting__Kali__Closure__patch1-Closure-119-Kali-plausible,Closure-119,1,1,1,2,1,1,1,1,0,1,0
Patches_ICSE__Doverfitting__Kali__Closure__patch1-Closure-12-Kali-plausible,Closure-12,1,1,1,2,1,1,1,1,0,1,0
Patches_ICSE__Doverfitting__Kali__Closure__patch1-Closure-120-Kali-plausible,Closure-120,1,2,0,2,2,0,1,1,0,1,0
Patches_ICSE__Doverfitting__Kali__Closure__patch1-Closure-121-Kali-plausible,Closure-121,1,2,0,2,2,0,1,1,0,1,0
Patches_ICSE__Doverfitting__Kali__Closure__patch1-Closure-122-Kali-plausible,Closure-122,1,1,1,2,1,1,1,1,0,1,0
Patches_ICSE__Doverfitting__Kali__Closure__patch1-Closure-124-Kali-plausible,Closure-124,1,1,2,3,1,2,1,1,0,1,0
Patches_ICSE__Doverfitting__Kali__Closure__patch1-Closure-125-Kali-plausible,Closure-125,1,1,1,2,1,1,1,1,0,1,0
Patches_ICSE__Doverfitting__Kali__Closure__patch1-Closure-127-Kali-plausible,Closure-127,1,1,1,2,1,1,1,1,0,1,0
Patches_ICSE__Doverfitting__Kali__Closure__patch1-Closure-129-Kali-plausible,Closure-129,1,2,0,2,2,0,1,1,0,1,0
Patches_ICSE__Doverfitting__Kali__Closure__patch1-Closure-130-Kali-plausible,Closure-130,1,1,1,2,1,1,1,1,0,1,0
Patches_ICSE__Doverfitting__Kali__Closure__patch1-Closure-131-Kali-plausible,Closure-131,1,2,0,2,2,0,1,1,0,1,0
Patches_ICSE__Doverfitting__Kali__Closure__patch1-Closure-132-Kali-plausible,Closure-132,1,2,0,2,2,0,1,1,0,1,0
Patches_ICSE__Doverfitting__Kali__Closure__patch1-Closure-15-Kali-plausible,Closure-15,1,1,1,2,1,1,1,1,0,1,0
Patches_ICSE__Doverfitting__Kali__Closure__patch1-Closure-20-Kali-plausible,Closure-20,1,2,0,2,2,0,1,1,0,1,0
Patches_ICSE__Doverfitting__Kali__Closure__patch1-Closure-21-Kali-plausible,Closure-21,1,1,1,2,1,1,1,1,0,1,0
Patches_ICSE__Doverfitting__Kali__Closure__patch1-Closure-22-Kali-plausible,Closure-22,1,1,1,2,1,1,1,1,0,1,0
Patches_ICSE__Doverfitting__Kali__Closure__patch1-Closure-26-Kali-plausible,Closure-26,1,2,0,2,2,0,1,1,0,1,0
Patches_ICSE__Doverfitting__Kali__Closure__patch1-Closure-29-Kali-plausible,Closure-29,1,2,0,2,2,0,1,1,0,1,0
Patches_ICSE__Doverfitting__Kali__Closure__patch1-Closure-3-Kali-plausible,Closure-3,1,1,1,2,1,1,1,1,0,1,0
Patches_ICSE__Doverfitting__Kali__Closure__patch1-Closure-30-Kali-plausible,Closure-30,1,2,0,2,2,0,1,1,0,1,0
Patches_ICSE__Doverfitting__Kali__Closure__patch1-Closure-31-Kali-plausible,Closure-31,1,2,0,2,2,0,1,1,0,1,0
Patches_ICSE__Doverfitting__Kali__Closure__patch1-Closure-33-Kali-plausible,Closure-33,1,1,1,2,1,1,1,1,0,1,0
Patches_ICSE__Doverfitting__Kali__Closure__patch1-Closure-36-Kali-plausible,Closure-36,1,2,0,2,2,0,1,1,0,1,0
Patches_ICSE__Doverfitting__Kali__Closure__patch1-Closure-45-Kali-plausible,Closure-45,1,2,0,2,2,0,1,1,0,1,0
Patches_ICSE__Doverfitting__Kali__Closure__patch1-Closure-46-Kali-plausible,Closure-46,1,1,1,2,1,1,1,1,0,1,0
Patches_ICSE__Doverfitting__Kali__Closure__patch1-Closure-49-Kali-plausible,Closure-49,1,2,0,2,2,0,1,1,0,1,0
Patches_ICSE__Doverfitting__Kali__Closure__patch1-Closure-5-Kali-plausible,Closure-5,1,2,0,2,2,0,1,1,0,1,0
Patches_ICSE__Doverfitting__Kali__Closure__patch1-Closure-50-Kali-plausible,Closure-50,1,2,0,2,2,0,1,1,0,1,0
Patches_ICSE__Doverfitting__Kali__Closure__patch1-Closure-55-Kali-plausible,Closure-55,1,1,1,2,1,1,1,1,0,1,0
Patches_ICSE__Doverfitting__Kali__Closure__patch1-Closure-59-Kali-plausible,Closure-59,1,3,1,4,3,1,1,1,0,1,0
Patches_ICSE__Doverfitting__Kali__Closure__patch1-Closure-61-Kali-plausible,Closure-61,1,2,0,2,2,0,1,1,0,1,0
Patches_ICSE__Doverfitting__Kali__Closure__patch1-Closure-64-Kali-plausible,Closure-64,1,2,0,2,2,0,1,1,0,1,0
Patches_ICSE__Doverfitting__Kali__Closure__patch1-Closure-67-Kali-plausible,Closure-67,1,1,1,2,1,1,1,1,0,1,0
Patches_ICSE__Doverfitting__Kali__Closure__patch1-Closure-68-Kali-plausible,Closure-68,1,5,2,7,5,1,1,1,0,1,0
Patches_ICSE__Doverfitting__Kali__Closure__patch1-Closure-7-Kali-plausible,Closure-7,1,2,0,2,2,0,1,1,0,1,0
Patches_ICSE__Doverfitting__Kali__Closure__patch1-Closure-72-Kali-plausible,Closure-72,1,2,0,2,2,0,1,1,0,1,0
Patches_ICSE__Doverfitting__Kali__Closure__patch1-Closure-75-Kali-plausible,Closure-75,1,1,4,5,1,4,1,1,0,1,0
Patches_ICSE__Doverfitting__Kali__Closure__patch1-Closure-76-Kali-plausible,Closure-76,1,2,0,2,2,0,1,1,0,1,0
Patches_ICSE__Doverfitting__Kali__Closure__patch1-Closure-78-Kali-plausible,Closure-78,1,2,0,2,2,0,1,1,0,1,0
Patches_ICSE__Doverfitting__Kali__Closure__patch1-Closure-8-Kali-plausible,Closure-8,1,2,0,2,2,0,1,1,0,1,0
Patches_ICSE__Doverfitting__Kali__Math__patch1-Math-2-Kali-plausible,Math-2,1,1,1,2,1,1,1,1,0,1,0
Patches_ICSE__Doverfitting__Kali__Math__patch1-Math-28-Kali-plausible,Math-28,1,1,1,2,1,1,1,1,0,1,0
Patches_ICSE__Doverfitting__Kali__Math__patch1-Math-31-Kali-plausible,Math-31,1,2,0,2,2,0,1,1,0,1,0
Patches_ICSE__Doverfitting__Kali__Math__patch1-Math-32-Kali-plausible,Math-32,1,1,1,2,1,1,1,1,0,1,0
Patches_ICSE__Doverfitting__Kali__Math__patch1-Math-49-Kali-plausible,Math-49,1,1,1,2,1,1,1,1,0,1,0
Patches_ICSE__Doverfitting__Kali__Math__patch1-Math-80-Kali-plausible,Math-80,1,2,0,2,2,0,1,1,0,1,0
Patches_ICSE__Doverfitting__Kali__Math__patch1-Math-81-Kali-plausible,Math-81,1,1,1,2,1,1,1,1,0,1,0
Patches_ICSE__Doverfitting__Kali__Math__patch1-Math-84-Kali-plausible,Math-84,1,1,1,2,1,1,1,1,0,1,0
Patches_ICSE__Doverfitting__Kali__Math__patch1-Math-95-Kali-plausible,Math-95,1,2,0,2,2,0,1,1,0,1,0
Patches_ICSE__Doverfitting__Nopol__Chart__patch1-Chart-13-Nopol-plausible,Chart-13,1,9,7,16,9,7,1,1,0,1,1
Patches_ICSE__Doverfitting__Nopol__Chart__patch1-Chart-17-Nopol-plausible,Chart-17,1,3,1,4,3,1,1,1,0,1,1
Patches_ICSE__Doverfitting__Nopol__Chart__patch1-Chart-21-Nopol-plausible,Chart-21,1,3,1,4,3,1,1,1,0,1,0
Patches_ICSE__Doverfitting__Nopol__Chart__patch1-Chart-25-Nopol-plausible,Chart-25,1,9,7,16,9,7,1,1,0,1,0
Patches_ICSE__Doverfitting__Nopol__Chart__patch1-Chart-5-Nopol-plausible,Chart-5,1,1,1,2,1,1,1,1,0,1,0
Patches_ICSE__Doverfitting__Nopol__Chart__patch1-Chart-9-Nopol-plausible,Chart-9,1,3,1,4,3,1,1,1,0,1,1
Patches_ICSE__Doverfitting__Nopol__Lang__patch1-Lang-44-Nopol-plausible,Lang-44,1,9,7,16,7,5,1,1,0,1,0
Patches_ICSE__Doverfitting__Nopol__Lang__patch1-Lang-51-Nopol-plausible,Lang-51,1,3,3,6,3,3,1,1,0,1,0
Patches_ICSE__Doverfitting__Nopol__Lang__patch1-Lang-53-Nopol-plausible,Lang-53,1,5,3,8,5,3,1,1,0,1,0
Patches_ICSE__Doverfitting__Nopol__Lang__patch1-Lang-55-Nopol-plausible,Lang-55,1,3,1,4,3,1,1,1,0,1,0
Patches_ICSE__Doverfitting__Nopol__Lang__patch1-Lang-58-Nopol-plausible,Lang-58,1,3,1,4,3,1,1,1,0,1,1
Patches_ICSE__Doverfitting__Nopol__Math__patch1-Math-105-Nopol-plausible,Math-105,1,3,1,4,3,1,1,1,0,1,0
Patches_ICSE__Doverfitting__Nopol__Math__patch1-Math-18-Nopol-plausible,Math-18,1,3,1,4,3,1,1,1,0,1,0
Patches_ICSE__Doverfitting__Nopol__Math__patch1-Math-2-Nopol-plausible,Math-2,1,4,2,6,4,2,1,1,0,1,0
Patches_ICSE__Doverfitting__Nopol__Math__patch1-Math-20-Nopol-plausible,Math-20,1,3,1,4,3,1,1,1,0,1,0
Patches_ICSE__Doverfitting__Nopol__Math__patch1-Math-33-Nopol-plausible,Math-33,1,3,1,4,3,1,1,1,0,1,0
Patches_ICSE__Doverfitting__Nopol__Math__patch1-Math-4-Nopol-plausible,Math-4,1,3,1,4,3,1,1,1,0,1,0
Patches_ICSE__Doverfitting__Nopol__Math__patch1-Math-41-Nopol-plausible,Math-41,1,3,1,4,3,1,1,1,0,1,0
Patches_ICSE__Doverfitting__Nopol__Math__patch1-Math-42-Nopol-plausible,Math-42,1,3,1,4,3,1,1,1,0,1,0
Patches_ICSE__Doverfitting__Nopol__Math__patch1-Math-49-Nopol-plausible,Math-49,1,6,2,8,6,2,1,1,0,1,0
Patches_ICSE__Doverfitting__Nopol__Math__patch1-Math-58-Nopol-plausible,Math-58,1,5,3,8,5,3,1,1,0,1,0
Patches_ICSE__Doverfitting__Nopol__Math__patch1-Math-69-Nopol-plausible,Math-69,1,8,6,14,8,6,1,1,0,1,0
Patches_ICSE__Doverfitting__Nopol__Math__patch1-Math-7-Nopol-plausible,Math-7,1,3,1,4,3,1,1,1,0,1,0
Patches_ICSE__Doverfitting__Nopol__Math__patch1-Math-73-Nopol-plausible,Math-73,1,3,3,6,3,3,1,1,0,1,0
Patches_ICSE__Doverfitting__Nopol__Math__patch1-Math-78-Nopol-plausible,Math-78,1,3,1,4,3,1,1,1,0,1,0
Patches_ICSE__Doverfitting__Nopol__Math__patch1-Math-80-Nopol-plausible,Math-80,1,6,4,10,6,4,1,1,0,1,1
Patches_ICSE__Doverfitting__Nopol__Math__patch1-Math-81-Nopol-plausible,Math-81,1,3,1,4,3,1,1,1,0,1,0
Patches_ICSE__Doverfitting__Nopol__Math__patch1-Math-82-Nopol-plausible,Math-82,1,3,1,4,3,1,1,1,0,1,0
Patches_ICSE__Doverfitting__Nopol__Math__patch1-Math-87-Nopol-plausible,Math-87,1,3,1,4,3,1,1,1,0,1,0
Patches_ICSE__Doverfitting__Nopol__Time__patch1-Time-14-Nopol-plausible,Time-14,1,1,1,2,1,1,1,1,0,1,0
Patches_ICSE__Doverfitting__RSRepair__Chart__patch1-Chart-12-RSRepair-plausible,Chart-12,1,3,0,3,3,0,1,1,0,1,0
Patches_ICSE__Doverfitting__RSRepair__Chart__patch1-Chart-13-RSRepair-plausible,Chart-13,1,1,2,3,1,2,2,2,0,0,0
Patches_ICSE__Doverfitting__RSRepair__Chart__patch1-Chart-25-RSRepair-plausible,Chart-25,1,1,3,4,1,3,2,2,0,0,0
Patches_ICSE__Doverfitting__RSRepair__Chart__patch1-Chart-5-RSRepair-plausible,Chart-5,1,1,10,11,1,6,1,1,0,0,0
Patches_ICSE__Doverfitting__RSRepair__Closure__patch1-Closure-10-RSRepair-plausible,Closure-10,1,1,2,3,1,2,1,1,0,0,0
Patches_ICSE__Doverfitting__RSRepair__Closure__patch1-Closure-112-RSRepair-plausible,Closure-112,1,0,2,2,0,2,1,1,1,0,0
Patches_ICSE__Doverfitting__RSRepair__Closure__patch1-Closure-114-RSRepair-plausible,Closure-114,1,0,2,2,0,2,2,2,1,0,0
Patches_ICSE__Doverfitting__RSRepair__Closure__patch1-Closure-120-RSRepair-plausible,Closure-120,1,0,1,1,0,1,1,1,1,0,0
Patches_ICSE__Doverfitting__RSRepair__Closure__patch1-Closure-121-RSRepair-plausible,Closure-121,1,0,1,1,0,1,1,1,1,0,0
Patches_ICSE__Doverfitting__RSRepair__Closure__patch1-Closure-124-RSRepair-plausible,Closure-124,1,1,10,11,1,9,1,1,0,0,0
Patches_ICSE__Doverfitting__RSRepair__Closure__patch1-Closure-127-RSRepair-plausible,Closure-127,1,1,1,2,1,1,1,1,0,0,0
Patches_ICSE__Doverfitting__RSRepair__Closure__patch1-Closure-129-RSRepair-plausible,Closure-129,1,0,1,1,0,1,1,1,1,0,0
Patches_ICSE__Doverfitting__RSRepair__Closure__patch1-Closure-130-RSRepair-plausible,Closure-130,1,0,4,4,0,3,1,1,1,0,0
Patches_ICSE__Doverfitting__RSRepair__Closure__patch1-Closure-21-RSRepair-plausible,Closure-21,1,1,6,7,1,6,1,1,0,0,0
Patches_ICSE__Doverfitting__RSRepair__Closure__patch1-Closure-22-RSRepair-plausible,Closure-22,1,0,9,9,0,9,1,1,1,0,0
Patches_ICSE__Doverfitting__RSRepair__Closure__patch1-Closure-31-RSRepair-plausible,Closure-31,1,1,1,2,1,1,1,1,0,0,0
Patches_ICSE__Doverfitting__RSRepair__Closure__patch1-Closure-33-RSRepair-plausible,Closure-33,1,0,1,1,0,1,1,1,1,0,0
Patches_ICSE__Doverfitting__RSRepair__Closure__patch1-Closure-45-RSRepair-plausible,Closure-45,1,1,1,2,1,1,1,1,0,0,0
Patches_ICSE__Doverfitting__RSRepair__Closure__patch1-Closure-55-RSRepair-plausible,Closure-55,1,0,12,12,0,8,1,1,1,0,0
Patches_ICSE__Doverfitting__RSRepair__Closure__patch1-Closure-59-RSRepair-plausible,Closure-59,1,0,1,1,0,1,1,1,1,0,0
Patches_ICSE__Doverfitting__RSRepair__Closure__patch1-Closure-61-RSRepair-plausible,Closure-61,1,1,1,2,1,1,1,1,0,0,0
Patches_ICSE__Doverfitting__RSRepair__Closure__patch1-Closure-67-RSRepair-plausible,Closure-67,1,0,1,1,0,1,1,1,1,0,0
Patches_ICSE__Doverfitting__RSRepair__Closure__patch1-Closure-75-RSRepair-plausible,Closure-75,1,1,1,2,1,1,1,1,0,0,0
Patches_ICSE__Doverfitting__RSRepair__Closure__patch1-Closure-78-RSRepair-plausible,Closure-78,1,0,1,1,0,1,1,1,1,0,0
Patches_ICSE__Doverfitting__RSRepair__Lang__patch1-Lang-13-RSRepair-plausible,Lang-13,1,1,1,2,1,1,1,1,0,0,0
Patches_ICSE__Doverfitting__RSRepair__Lang__patch1-Lang-16-RSRepair-plausible,Lang-16,1,1,1,2,1,1,1,1,0,0,0
Patches_ICSE__Doverfitting__RSRepair__Lang__patch1-Lang-7-RSRepair-plausible,Lang-7,1,1,1,2,1,1,1,1,0,0,0
Patches_ICSE__Doverfitting__RSRepair__Math__patch1-Math-103-RSRepair-plausible,Math-103,1,12,1,13,12,1,2,1,0,1,0
Patches_ICSE__Doverfitting__RSRepair__Math__patch1-Math-2-RSRepair-plausible,Math-2,1,0,3,3,0,3,1,1,1,0,0
Patches_ICSE__Doverfitting__RSRepair__Math__patch1-Math-28-RSRepair-plausible,Math-28,1,0,1,1,0,1,1,1,1,0,0
Patches_ICSE__Doverfitting__RSRepair__Math__patch1-Math-33-RSRepair-plausible,Math-33,1,0,3,3,0,3,1,1,1,0,0
Patches_ICSE__Doverfitting__RSRepair__Math__patch1-Math-40-RSRepair-plausible,Math-40,1,1,0,1,1,0,1,1,0,0,0
Patches_ICSE__Doverfitting__RSRepair__Math__patch1-Math-58-RSRepair-plausible,Math-58,1,7,7,14,7,6,2,1,0,1,0
Patches_ICSE__Doverfitting__RSRepair__Math__patch1-Math-80-RSRepair-plausible,Math-80,1,1,8,9,1,8,1,1,0,0,0
Patches_ICSE__Doverfitting__RSRepair__Math__patch1-Math-81-RSRepair-plausible,Math-81,1,1,0,1,1,0,1,1,0,0,0
Patches_ICSE__Doverfitting__RSRepair__Math__patch1-Math-82-RSRepair-plausible,Math-82,1,0,1,1,0,1,1,1,1,0,0
Patches_ICSE__Doverfitting__RSRepair__Math__patch1-Math-84-RSRepair-plausible,Math-84,1,2,6,8,2,3,2,1,0,0,0
Patches_ICSE__Doverfitting__RSRepair__Math__patch1-Math-85-RSRepair-plausible,Math-85,1,0,9,9,0,9,2,2,1,0,0
Patches_ICSE__Doverfitting__RSRepair__Math__patch1-Math-95-RSRepair-plausible,Math-95,1,1,2,3,1,1,1,1,0,0,1
Patches_ICSE__Doverfitting__SimFix__Chart__patch1-Chart-12-SimFix-plausible,Chart-12,1,3,0,3,3,0,1,1,0,1,0
Patches_ICSE__Doverfitting__SimFix__Chart__patch1-Chart-18-SimFix-plausible,Chart-18,1,1,1,2,1,1,1,1,0,1,0
Patches_ICSE__Doverfitting__SimFix__Chart__patch1-Chart-22-SimFix-plausible,Chart-22,1,3,0,3,3,0,1,1,0,1,1
Patches_ICSE__Doverfitting__SimFix__Chart__patch1-Chart-25-SimFix-plausible,Chart-25,1,1,1,2,1,1,1,1,0,1,0
Patches_ICSE__Doverfitting__SimFix__Chart__patch1-Chart-3-SimFix-plausible,Chart-3,1,1,0,1,1,0,1,1,0,0,1
Patches_ICSE__Doverfitting__SimFix__Closure__patch1-Closure-106-SimFix-plausible,Closure-106,1,1,0,1,1,0,1,1,0,0,0
Patches_ICSE__Doverfitting__SimFix__Closure__patch1-Closure-107-SimFix-plausible,Closure-107,1,1,9,10,1,1,1,1,0,1,0
Patches_ICSE__Doverfitting__SimFix__Closure__patch1-Closure-108-SimFix-plausible,Closure-108,1,1,1,2,1,0,1,1,0,0,0
Patches_ICSE__Doverfitting__SimFix__Closure__patch1-Closure-109-SimFix-plausible,Closure-109,1,1,1,2,1,1,1,1,0,1,0
Patches_ICSE__Doverfitting__SimFix__Closure__patch1-Closure-126-SimFix-plausible,Closure-126,1,1,1,2,1,1,1,1,0,0,0
Patches_ICSE__Doverfitting__SimFix__Closure__patch1-Closure-14-SimFix-plausible,Closure-14,1,1,1,2,1,1,1,1,0,0,0
Patches_ICSE__Doverfitting__SimFix__Closure__patch1-Closure-21-SimFix-plausible,Closure-21,1,1,1,2,1,1,1,1,0,0,0
Patches_ICSE__Doverfitting__SimFix__Closure__patch1-Closure-22-SimFix-plausible,Closure-22,1,1,1,2,1,1,1,1,0,0,0
Patches_ICSE__Doverfitting__SimFix__Closure__patch1-Closure-26-SimFix-plausible,Closure-26,1,1,0,1,1,0,1,1,0,0,0
Patches_ICSE__Doverfitting__SimFix__Closure__patch1-Closure-38-SimFix-plausible,Closure-38,1,1,1,2,1,1,1,1,0,1,0
Patches_ICSE__Doverfitting__SimFix__Closure__patch1-Closure-46-SimFix-plausible,Closure-46,1,1,1,2,1,1,1,1,0,0,0
Patches_ICSE__Doverfitting__SimFix__Closure__patch1-Closure-57-SimFix-plausible,Closure-57,1,1,1,2,1,1,1,1,0,1,0
Patches_ICSE__Doverfitting__SimFix__Lang__patch1-Lang-1-SimFix-plausible,Lang-1,1,5,1,6,5,1,1,1,0,1,0
Patches_ICSE__Doverfitting__SimFix__Lang__patch1-Lang-10-SimFix-plausible,Lang-10,1,1,0,1,1,0,1,1,0,0,0
Patches_ICSE__Doverfitting__SimFix__Lang__patch1-Lang-12-SimFix-plausible,Lang-12,1,1,1,2,1,1,1,1,0,1,0
Patches_ICSE__Doverfitting__SimFix__Lang__patch1-Lang-16-SimFix-plausible,Lang-16,1,1,0,1,1,0,1,1,0,0,0
Patches_ICSE__Doverfitting__SimFix__Lang__patch1-Lang-27-SimFix-plausible,Lang-27,1,1,0,1,1,0,1,1,0,0,0
Patches_ICSE__Doverfitting__SimFix__Lang__patch1-Lang-41-SimFix-plausible,Lang-41,1,1,1,2,1,1,1,1,0,0,0
Patches_ICSE__Doverfitting__SimFix__Lang__patch1-Lang-45-SimFix-plausible,Lang-45,1,1,1,2,1,1,1,1,0,1,0
Patches_ICSE__Doverfitting__SimFix__Lang__patch1-Lang-50-SimFix-plausible,Lang-50,1,3,0,3,3,0,1,1,0,1,0
Patches_ICSE__Doverfitting__SimFix__Lang__patch1-Lang-61-SimFix-plausible,Lang-61,1,1,1,2,1,1,1,1,0,0,0
Patches_ICSE__Doverfitting__SimFix__Lang__patch1-Lang-63-SimFix-plausible,Lang-63,1,1,1,2,1,1,1,1,0,1,0
Patches_ICSE__Doverfitting__SimFix__Lang__patch1-Lang-9-SimFix-plausible,Lang-9,1,1,0,1,1,0,1,1,0,0,0
Patches_ICSE__Doverfitting__SimFix__Math__patch1-Math-1-SimFix-plausible,Math-1,1,1,3,4,1,1,1,1,0,1,0
Patches_ICSE__Doverfitting__SimFix__Math__patch1-Math-43-SimFix-plausible,Math-43,1,1,0,1,1,0,1,1,0,0,0
Patches_ICSE__Doverfitting__SimFix__Math__patch1-Math-44-SimFix-plausible,Math-44,1,1,0,1,1,0,1,1,0,0,0
Patches_ICSE__Doverfitting__SimFix__Math__patch1-Math-50-SimFix-plausible,Math-50,1,1,1,2,1,1,1,1,0,1,0
